Ln Peak WS,Name,Draft Year,Pick,Draft Age,Position,Height (cm),Weight (lbs),Games,Games Started Percentage,Minutes Played,Field Goals Per Game,Field Goal Attempts Per Game,Field Goal Percentage,2-Point Field Goals Per Game,2-Point Field Goal Attempts Per Game,2-Point Field Goal Percentage,3-Point Field Goals Per Game,3-Point Field Goal Attempts Per Game,3-Point Field Goal Percentage,Free Throws Per Game,Free Throw Attempts Per Game,Free Throw Percentage,Offensive Rebounds Per Game,Defensive Rebounds Per Game,Total Rebounds Per Game,Assists Per Game,Steals Per Game,Blocks Per Game,Turnovers Per Game,Personal Fouls Per Game,Points Per Game,Strength of Schedule,True Shooting Percentage,Effective Field Goal Percentage,3 Point Attempt Rate,Free Throw Attempt Rate,Total Rebound Percentage,Assist Percentage,Block Percentage,Turnover Percentage,Usage Rate,Offensive Win Shares,Defensive Win Shares,Win Shares,Win Shares Per 40 Minutes,MM Games Played,MM Final Four,MM Champ,MM Games Started Percentage,MM Minutes Played,MM Field Goals Per Game,MM Field Goal Attempts Per Game,MM Field Goal Percentage,MM 2-Point Field Goals Per Game,MM 2-Point Field Goal Attempts Per Game,MM 2-Point Field Goal Percentage,MM 3-Point Field Goals Per Game,MM 3-Point Field Goal Attempts Per Game,MM 3-Point Field Goal Percentage,MM Free Throws Per Game,MM Free Throw Attempts Per Game,MM Free Throw Percentage,MM Offensive Rebounds Per Game,MM Defensive Rebounds Per Game,MM Total Rebounds Per Game,MM Assists Per Game,MM Steals Per Game,MM Blocks Per Game,MM Turnovers Per Game,MM Personal Fouls Per Game,MM Points Per Game,MM Points Delta,MM Rebounds Delta,MM Assists Delta,MM Steals Delta,MM Blocks Delta,MM Points Delta Squared,MM Rebounds Delta Squared,MM Assists Delta Squared,MM Steals Delta Squared,MM Blocks Delta Squared
1.148622709,Pat Connaughton,2015,41,22.41666667,Guard,196,218,38,1,35.6,4.4,9.4,0.466,1.9,3.6,0.537,2.4,5.8,0.423,1.3,1.7,0.781,1.1,6.3,7.4,1.5,0.7,0.9,1.2,2,12.5,7.02,0.615,0.597,0.618,0.18,13,7.6,2.7,10.2,17.7,3.5,1.9,5.4,0.16,4,0,0,0.25,40.25,4,9.25,0.432432,2.75,4.75,0.578947,1.25,4.5,0.277778,0.75,1,0.75,1,6.25,7.25,1.75,1,2,1.5,2.25,10,-2.5,-0.15,0.25,0.3,1.1,6.25,0.0225,0.0625,0.09,1.21
-0.963918781,Joseph Young,2015,43,23,Guard,188,185,36,0.972222222,36.7,7.4,16.4,0.448,4.8,9.4,0.516,2.5,7.1,0.357,3.4,3.7,0.925,0.5,3.9,4.4,3.8,1.1,0,2.4,1.4,20.7,7.65,0.568,0.524,0.431,0.226,6.9,21.3,0.1,11.7,28.7,4.4,1.2,5.6,0.17,2,0,0,0.5,40,10,20,0.5,7.5,14,0.535714,2.5,6,0.416667,6,6,1,1,2.5,3.5,4,1,0,2.5,1.5,28.5,7.8,-0.9,0.2,-0.1,0,60.84,0.81,0.04,0.01,0
0.637797085,Norman Powell,2015,46,22.08333333,Guard,193,215,36,1,34.6,5.9,13,0.456,4.9,9.7,0.503,1.1,3.3,0.319,3.5,4.7,0.751,0.6,4.1,4.7,2.1,1.8,0.4,2.2,2.5,16.4,8.27,0.54,0.497,0.255,0.362,7.6,12.8,1.5,12.8,25.3,2.5,1.9,4.4,0.14,3,0,0,0.333333333,38.666667,6,12.666667,0.473684,5.333333,11,0.484848,0.666667,1.666667,0.4,4,4.333333,0.923077,0.333333,4.666667,5,2.666667,0.666667,1.333333,3.333333,3,16.666667,0.266667,0.3,0.566667,-1.133333,0.933333,0.071111289,0.09,0.321111489,1.284443689,0.871110489
2.41115919,Joel Embiid,2014,3,20.25,Center,213,250,28,0.714285714,23.1,3.8,6.1,0.626,3.8,5.9,0.639,0,0.2,0,3.5,5.1,0.685,2.3,5.8,8.1,1.4,0.9,2.6,2.4,3.4,11.2,11.4,0.655,0.629,0.029,0.836,20.5,11.5,11.7,21.6,23.4,1.8,1.7,3.4,0.213,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.692399433,Marcus Smart,2014,6,20.25,Guard,193,220,31,1,32.7,5.3,12.5,0.422,3.7,7.2,0.514,1.6,5.3,0.299,5.9,8.1,0.728,1.4,4.5,5.9,4.8,2.9,0.6,2.6,2.9,18,8.34,0.552,0.486,0.425,0.648,10.2,30.1,1.9,14,29.2,3.1,2.5,5.6,0.22,1,0,0,1,38,5,14,0.357143,4,9,0.444444,1,5,0.2,12,19,0.631579,6,7,13,7,6,1,6,4,23,5,7.1,2.2,3.1,0.4,25,50.41,4.84,9.61,0.16
1.924548577,Julius Randle,2014,7,19.58333333,Forward,206,250,40,1,30.8,4.9,9.8,0.501,4.8,9.3,0.517,0.1,0.5,0,5.1,7.2,0.706,3.5,6.9,10.4,1.4,0.5,0.8,2.5,2.3,15,9.89,0.567,0.505,0.046,0.739,19.2,10,2.6,16.1,25.4,3.5,2.4,5.9,0.191,6,1,0,0.166666667,32.166667,5.333333,10.833333,0.492308,5.333333,10.166667,0.52459,0,0.666667,0,4.166667,5.833333,0.714286,3.5,6.333333,9.833333,1.833333,0.666667,0.666667,1.833333,1.166667,14.833333,-0.166667,-0.566667,0.433333,0.166667,-0.133333,0.027777889,0.321111489,0.187777489,0.027777889,0.017777689
0.051843602,Nik Stauskas,2014,8,20.66666667,Guard,198,205,36,1,35.6,5.1,10.9,0.47,2.6,5.2,0.5,2.6,5.8,0.442,4.7,5.7,0.824,0.4,2.5,2.9,3.3,0.6,0.3,1.9,1.3,17.5,9.65,0.642,0.586,0.528,0.518,5.3,18.8,0.9,12,24.4,5,1.1,6.2,0.193,4,0,0,0.25,37.25,5,11.75,0.425532,2,4.25,0.470588,3,7.5,0.4,4.5,5.25,0.857143,0,1.25,1.25,3.5,0.25,0.25,1.75,1.25,17.5,0,-1.65,0.2,-0.35,-0.05,0,2.7225,0.04,0.1225,0.0025
1.074514737,Elfrid Payton,2014,10,20.33333333,Guard,190,180,35,0.971428571,35.9,6.8,13.3,0.509,6.4,11.8,0.541,0.4,1.5,0.259,5.3,8.6,0.609,2.3,3.7,6,5.9,2.3,0.6,3.6,2.4,19.2,-0.28,0.551,0.524,0.116,0.648,9.4,32.9,1.7,17.2,27.6,3.7,1.9,5.6,0.177,1,0,0,1,40,9,20,0.45,8,16,0.5,1,4,0.25,5,9,0.555556,2,6,8,3,3,2,1,2,24,4.8,2,-2.9,0.7,1.4,23.04,4,8.41,0.49,1.96
1.018593947,Doug McDermott,2014,11,22.41666667,Forward,203,225,35,1,33.7,9.4,17.9,0.526,6.7,11.8,0.567,2.7,6.1,0.449,5.1,5.9,0.864,1.6,5.3,7,1.6,0.2,0.1,1.8,1.9,26.7,7.17,0.644,0.603,0.341,0.329,12.6,11.5,0.5,7.9,36.2,6.3,1.4,7.7,0.261,2,0,0,0.5,36,10,18.5,0.540541,9,15,0.6,1,3.5,0.285714,1.5,2,0.75,1.5,5.5,7,1.5,0,0.5,0.5,3,22.5,-4.2,0,-0.1,-0.2,0.4,17.64,0,0.01,0.04,0.16
1.429336112,T.J. Warren,2014,14,20.75,Forward,203,233,35,1,35.4,9.8,18.6,0.525,8.9,15.3,0.58,0.9,3.3,0.267,4.5,6.5,0.69,3.2,3.9,7.1,1.1,1.8,0.6,2.4,2.8,24.9,7.44,0.574,0.548,0.178,0.347,11.8,8.6,1.8,9.9,35.5,4.7,1.7,6.5,0.209,2,0,0,0.5,37,10.5,20,0.525,10.5,18,0.583333,0,2,0,5.5,11,0.5,2.5,4,6.5,1.5,3,0,2.5,3.5,26.5,1.6,-0.6,0.4,1.2,-0.6,2.56,0.36,0.16,1.44,0.36
1.319179424,Gary Harris,2014,19,19.75,Guard,193,210,35,0.971428571,32.3,5.6,13,0.429,3.3,6.4,0.507,2.3,6.6,0.352,3.3,4.1,0.81,1.1,2.9,4,2.7,1.8,0.4,1.7,2.1,16.7,9.38,0.561,0.518,0.505,0.312,7.3,16.8,1.6,10.3,26.8,3.3,2,5.3,0.188,4,0,0,0.25,32.25,4.75,9.75,0.487179,2.75,4.25,0.647059,2,5.5,0.363636,2.5,2.75,0.909091,0.5,2,2.5,2.5,0.75,0.25,2,3.25,14,-2.7,-1.5,-0.2,-1.05,-0.15,7.29,2.25,0.04,1.1025,0.0225
1.221308579,Rodney Hood,2014,23,21.66666667,Forward,203,215,35,0.942857143,32.9,5.5,11.8,0.464,3.4,6.9,0.494,2,4.8,0.42,3.1,3.9,0.807,0.8,3.1,3.9,2.1,0.7,0.3,1.5,2.6,16.1,8.48,0.59,0.55,0.41,0.328,7.2,13.2,0.8,10.2,23.8,3.6,1.2,4.9,0.17,1,0,0,1,35,2,10,0.2,0,5,0,2,5,0.4,0,0,0,2,4,6,5,0,0,3,5,6,-10.1,2.1,2.9,-0.7,-0.3,102.01,4.41,8.41,0.49,0.09
0.563689113,Shabazz Napier,2014,24,22.91666667,Guard,185,180,40,1,35.1,5.3,12.4,0.429,3.2,7,0.448,2.2,5.4,0.405,5.2,6,0.87,1,4.9,5.9,4.9,1.8,0.3,2.9,2.1,18,8.62,0.591,0.517,0.433,0.48,9.7,30.8,1,15.8,27.5,4.9,3.1,7.9,0.226,6,1,1,0.166666667,36.333333,6.333333,13.666667,0.463415,3,6.5,0.461538,3.333333,7.166667,0.465116,5.166667,5.5,0.939394,0.5,5,5.5,4.5,2.5,0,3.5,1.666667,21.166667,3.166667,-0.4,-0.4,0.7,-0.3,10.02777989,0.16,0.16,0.49,0.09
-2.085520588,C.J. Wilcox,2014,28,23.5,Guard,196,195,32,0.96875,34.9,6.2,13.6,0.453,3.3,6.4,0.522,2.8,7.2,0.391,3.2,3.7,0.873,0.7,3,3.7,2.5,1,1,1.7,2.3,18.3,6.45,0.598,0.556,0.529,0.271,6.4,15.4,2.8,9.9,24.6,3.6,0.9,4.4,0.159,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-0.280689037,Josh Huestis,2014,29,22.5,Forward,201,230,36,1,35.2,4.3,9.6,0.451,3.6,7.5,0.483,0.7,2.1,0.338,1.8,2.8,0.627,2.5,5.7,8.2,1.2,0.6,1.9,1.2,2.1,11.2,9,0.51,0.488,0.223,0.295,13.7,6.8,5.9,9.8,18,1.9,2.1,4,0.126,3,0,0,0.333333333,37.333333,3.333333,8.333333,0.4,2.666667,6.666667,0.4,0.666667,1.666667,0.4,1.333333,2.666667,0.5,2.333333,4.333333,6.666667,1.333333,1.333333,3,0.666667,2.666667,8.666667,-2.533333,-1.533333,0.133333,0.733333,1.1,6.417776089,2.351110089,0.017777689,0.537777289,1.21
1.830596589,Kyle Anderson,2014,30,20.75,Guard,206,230,36,1,33.2,5,10.5,0.48,4.3,8.9,0.48,0.8,1.6,0.483,3.8,5.2,0.737,1.3,7.5,8.8,6.5,1.8,0.8,3.1,1.7,14.6,7.62,0.566,0.517,0.154,0.493,15.4,34.3,2.7,19.1,24.1,3.1,2.6,5.6,0.189,3,0,0,0.333333333,33,4,10.333333,0.387097,3.333333,9,0.37037,0.666667,1.333333,0.5,2.666667,4,0.666667,1,6.666667,7.666667,5.333333,2,0.666667,3,1.666667,11.333333,-3.266667,-1.133333,-1.166667,0.2,-0.133333,10.67111329,1.284443689,1.361111889,0.04,0.017777689
1.070060387,Joe Harris,2014,33,22.75,Guard,198,225,37,1,28.8,4,9.1,0.441,2.1,4.3,0.487,1.9,4.9,0.4,2,3.1,0.64,0.6,2.4,2.9,2.3,0.9,0.2,1.3,2.4,12,7.86,0.565,0.547,0.533,0.337,6.3,18.1,0.9,10.9,23.3,2.6,2.4,5,0.187,3,0,0,0.333333333,31,5,10.666667,0.46875,3,4.666667,0.642857,2,6,0.333333,2.666667,4.333333,0.615385,0,3.666667,3.666667,2.333333,0.666667,0,1,2.666667,14.666667,2.666667,0.766667,0.033333,-0.233333,-0.2,7.111112889,0.587778289,0.001111089,0.054444289,0.04
1.760882231,Spencer Dinwiddie,2014,38,21.16666667,Guard,198,200,17,1,31.1,3.6,7.7,0.466,2.1,4,0.515,1.5,3.7,0.413,6,7,0.857,0.5,2.6,3.1,3.8,1.5,0.2,1.8,1.9,14.7,8.8,0.667,0.565,0.481,0.908,5.8,26.3,0.8,13.8,21,2.2,0.8,3.1,0.231,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.012566961,Jerami Grant,2014,39,20.25,Forward,203,210,32,0.625,31.4,4.2,8.4,0.496,4.2,8.2,0.506,0,0.2,0,3.8,5.6,0.674,2.4,4.3,6.8,1.4,0.8,0.6,1.2,2.3,12.1,7.25,0.547,0.496,0.019,0.664,13,9.4,2.5,9.5,21.1,2.8,1.9,4.6,0.185,2,0,0,0.5,31.5,4,6,0.666667,4,6,0.666667,0,0,0,2,2.5,0.8,1.5,4,5.5,1,1,0.5,2,3.5,10,-2.1,-1.3,-0.4,0.2,-0.1,4.41,1.69,0.16,0.04,0.01
0.42058827,Glenn Robinson III,2014,40,20.41666667,Forward,198,220,37,1,32.3,4.9,10.1,0.488,4,7.2,0.562,0.9,2.9,0.306,2.4,3.1,0.757,1.5,3,4.4,1.2,0.9,0.3,1.2,1.5,13.1,9.65,0.566,0.532,0.29,0.308,8.8,7.6,1,9.7,22.3,2.8,1.4,4.2,0.142,4,0,0,0.25,36.75,5.5,11.5,0.478261,4,9,0.444444,1.5,2.5,0.6,1.25,1.5,0.833333,2,3.25,5.25,1,1.25,0.25,1,0.75,13.75,0.65,0.85,-0.2,0.35,-0.05,0.4225,0.7225,0.04,0.1225,0.0025
-0.293761119,Markel Brown,2014,44,22.41666667,Guard,190,190,34,1,35.3,5.6,11.8,0.473,4,7.6,0.525,1.6,4.3,0.379,4.4,5.7,0.768,1.1,4.2,5.3,2.9,1,1,1.6,2.5,17.2,8.34,0.591,0.541,0.361,0.483,8.4,16.9,3.1,10,23.1,3.7,2,5.7,0.191,1,0,0,1,36,9,16,0.5625,9,15,0.6,0,1,0,2,2,1,1,2,3,2,2,0,1,4,20,2.8,-2.3,-0.9,1,-1,7.84,5.29,0.81,1,1
1.650878382,Dwight Powell,2014,45,22.91666667,Forward,208,240,36,1,32.4,4.9,10.5,0.462,4.6,9.4,0.485,0.3,1.1,0.256,4,5.9,0.687,1.9,4.9,6.9,3.1,1.3,0.8,2.9,3.1,14,9,0.527,0.475,0.103,0.557,12.5,20.4,2.8,17.8,26,1.8,2,3.8,0.131,3,0,0,0.333333333,30.666667,3.666667,9,0.407407,3.666667,8,0.458333,0,1,0,4.333333,5.666667,0.764706,2.333333,4.333333,6.666667,1.666667,1.666667,0.666667,2.666667,4.333333,11.666667,-2.333333,-0.233333,-1.433333,0.366667,-0.133333,5.444442889,0.054444289,2.054443489,0.134444689,0.017777689
0.701310491,Jordan Clarkson,2014,46,22,Guard,196,193,35,1,35.1,6,13.3,0.448,5.1,10.1,0.501,0.9,3.3,0.281,4.6,5.6,0.831,0.8,3,3.8,3.4,1.1,0.2,2.7,2.2,17.5,6.86,0.547,0.482,0.244,0.418,6.4,23.3,0.6,14.3,27.9,3.2,1.2,4.4,0.142,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-1.5847453,Lamar Patterson,2014,48,22.83333333,Guard,196,225,36,1,32.6,5.6,12.7,0.441,3.4,7,0.484,2.2,5.7,0.388,3.7,4.9,0.754,1,3.9,4.9,4.3,1.4,0.3,2.6,2,17.1,7.54,0.569,0.528,0.45,0.382,9.2,29.9,1.2,14.7,29.1,3.6,2.3,5.9,0.2,2,0,0,0.5,32,3.5,11,0.318182,2,5,0.4,1.5,6,0.25,0.5,1,0.5,1,5,6,4,1.5,0.5,1,1,9,-8.1,1.1,-0.3,0.1,0.2,65.61,1.21,0.09,0.01,0.04
-2.054748929,Semaj Christon,2014,55,21.58333333,Guard,190,190,34,1,35.3,5.9,12.4,0.479,5.4,10.9,0.491,0.6,1.4,0.388,4.6,6.9,0.668,0.4,2.2,2.7,4.2,1.3,0.2,2.6,2.1,17,8.13,0.544,0.501,0.117,0.56,4.6,25.3,0.8,14.3,26.9,2.6,1.3,4,0.133,1,0,0,1,39,6,11,0.545455,5,9,0.555556,1,2,0.5,1,2,0.5,0,2,2,4,1,0,7,3,14,-3,-0.7,-0.2,-0.3,-0.2,9,0.49,0.04,0.09,0.04
-0.18164382,Jordan McRae,2014,58,23.25,Guard,196,200,37,1,32.2,6,13.8,0.436,3.9,7.8,0.502,2.1,6.1,0.351,4.5,5.7,0.788,0.7,2.8,3.5,2.5,0.7,1,2.1,2.1,18.7,7.84,0.565,0.513,0.439,0.414,6.3,17.6,3.3,11.2,30.4,4.3,2,6.2,0.21,4,0,0,0.25,35.5,7,15.25,0.459016,6,9.5,0.631579,1,5.75,0.173913,4.75,6.25,0.76,1.25,2.25,3.5,2,0.75,1.5,1.75,1,19.75,1.05,0,-0.5,0.05,0.5,1.1025,0,0.25,0.0025,0.25
0.240915721,Cory Jefferson,2014,60,23.5,Forward,206,220,38,1,29,4.8,9.7,0.5,4.5,8.7,0.515,0.4,1,0.368,3.6,5.6,0.64,2.8,5.4,8.2,1,0.4,1.3,1.3,2.2,13.7,10.11,0.553,0.519,0.103,0.582,16.4,7.4,4.7,9.8,24.2,3.3,1.6,4.9,0.179,3,0,0,0.333333333,30,5.666667,11,0.515152,5.666667,9.333333,0.607143,0,1.666667,0,3.666667,5.666667,0.647059,1,4.666667,5.666667,0.666667,0.333333,0.666667,1.333333,1.666667,15,1.3,-2.533333,-0.333333,-0.066667,-0.633333,1.69,6.417776089,0.111110889,0.004444489,0.401110689
1.899084346,Victor Oladipo,2013,2,21.08333333,Guard,196,214,36,1,28.4,5.1,8.4,0.599,4.2,6.6,0.644,0.8,1.9,0.441,2.7,3.6,0.746,2.6,3.7,6.3,2.1,2.2,0.8,2.3,2.5,13.6,8.38,0.671,0.648,0.224,0.428,13.5,15.2,2.8,18.5,22.2,4.2,2.6,6.7,0.264,3,0,0,0.333333333,31.333333,5,8.333333,0.6,4,6,0.666667,1,2.333333,0.428571,3.333333,4.666667,0.714286,2,3.333333,5.333333,1.333333,1.333333,0.333333,2,2,14.333333,0.733333,-0.966667,-0.766667,-0.866667,-0.466667,0.537777289,0.934445089,0.587778289,0.751111689,0.217778089
1.941172845,Otto Porter,2013,3,20,Forward,203,205,31,0.967741935,35.4,5.4,11.3,0.48,4,8,0.504,1.4,3.3,0.422,3.9,5.1,0.777,1.8,5.7,7.5,2.7,1.8,0.9,1.5,2,16.2,7.59,0.59,0.541,0.291,0.449,13.9,18.5,3,10,24.1,4.2,3,7.1,0.26,1,0,0,1,38,5,17,0.294118,3,11,0.272727,2,6,0.333333,1,2,0.5,2,9,11,3,1,1,2,4,13,-3.2,3.5,0.3,-0.8,0.1,10.24,12.25,0.09,0.64,0.01
1.870519303,Cody Zeller,2013,4,20.66666667,Forward,213,240,36,1,29.5,5.5,9.8,0.564,5.5,9.8,0.567,0,0.1,0,5.4,7.2,0.757,2.8,5.2,8,1.3,1,1.3,2.3,2.2,16.5,8.38,0.624,0.564,0.006,0.734,16.6,9.5,4.4,14.5,26.5,4.8,2.5,7.3,0.274,3,0,0,0.333333333,30.666667,3.666667,8.333333,0.44,3.666667,8.333333,0.44,0,0,0,4.666667,6,0.777778,2.333333,4,6.333333,2,0,0.666667,3.666667,1.333333,12,-4.5,-1.666667,0.7,-1,-0.633333,20.25,2.777778889,0.49,1,0.401110689
1.464332954,Alex Len,2013,5,20,Center,216,225,38,0.973684211,26.4,4.6,8.5,0.534,4.5,8.3,0.544,0,0.2,0,2.8,4,0.686,2.9,5,7.8,1,0.2,2.1,1.6,2.7,11.9,4.66,0.57,0.535,0.025,0.472,17.2,7.8,8,13.1,22.8,3,2,5,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.521528848,Nerlens Noel,2013,6,19.16666667,Forward,208,228,24,1,31.9,4.1,6.9,0.59,4.1,6.9,0.59,0,0,0,2.3,4.3,0.529,2.7,6.8,9.5,1.6,2.1,4.4,1.9,2.6,10.5,5.78,0.583,0.59,0,0.627,17.4,9.5,13.2,17.3,17.4,1.6,2.3,3.9,0.206,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-0.26744381,Ben McLemore,2013,7,20.33333333,Guard,196,195,37,0.972972973,32.2,5.4,10.8,0.495,3.4,6.1,0.553,2,4.7,0.42,3.2,3.7,0.87,1.3,3.9,5.2,2,1,0.7,2.1,1.9,15.9,7.54,0.633,0.586,0.435,0.345,9.4,12.6,2.2,14.2,23.2,4.2,2.3,6.5,0.217,3,0,0,0.333333333,31.666667,3.333333,9.666667,0.344828,2,4.333333,0.461538,1.333333,5.333333,0.25,3,3.333333,0.9,0.333333,4,4.333333,1.666667,0,0.666667,2.333333,2.333333,11,-4.9,-0.866667,-0.333333,-1,-0.033333,24.01,0.751111689,0.111110889,1,0.001111089
1.58687764,Kentavious Caldwell-Pope,2013,8,20.33333333,Guard,196,205,32,0.9375,33.9,5.8,13.4,0.433,3.2,6.4,0.498,2.6,7,0.373,4.2,5.3,0.799,1.2,5.9,7.1,1.8,2,0.5,2,2.2,18.5,6.09,0.579,0.53,0.523,0.393,12.9,16.8,1.9,11.1,29.2,3.9,2.4,6.2,0.23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.958055328,Trey Burke,2013,9,20.58333333,Guard,183,190,39,1,35.3,6.6,14.4,0.463,4.7,9.3,0.506,1.9,5.1,0.384,3.4,4.3,0.801,0.5,2.6,3.2,6.7,1.6,0.5,2.2,1.9,18.6,10.05,0.569,0.53,0.354,0.296,5.7,37.3,1.5,11.9,28.3,6.7,1.8,8.6,0.249,6,1,0,0.166666667,35.833333,5,13.666667,0.365854,3.166667,7.666667,0.413044,1.833333,6,0.305556,3.666667,4.333333,0.846154,0.666667,2.833333,3.5,6.333333,1.5,0.666667,3.166667,2.5,15.5,-3.1,0.3,-0.366667,-0.1,0.166667,9.61,0.09,0.134444689,0.01,0.027777889
1.927604918,CJ McCollum,2013,10,21.75,Guard,190,180,12,0.916666667,31,8,16.2,0.495,5.3,10.8,0.485,2.8,5.3,0.516,5.2,6.1,0.849,1,4,5,2.9,1.4,0.3,2.7,1.8,23.9,-3.01,0.628,0.58,0.33,0.376,10,24.9,1.2,12.3,37.2,1.9,0.6,2.4,0.261,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.222348533,Michael Carter-Williams,2013,11,21.66666667,Guard,198,185,40,1,35.2,3.9,9.9,0.393,3,6.9,0.436,0.9,3,0.294,3.2,4.7,0.694,1.3,3.7,5,7.3,2.7,0.5,3.5,2.3,11.9,8.57,0.491,0.438,0.302,0.472,8.2,40.1,1.8,22.2,22.2,2.7,3.5,6.1,0.174,5,1,0,0.2,35.6,4,9,0.444444,3.2,7.2,0.444444,0.8,1.8,0.444444,2,4.2,0.47619,0.8,5.6,6.4,4,2.6,0.6,3.2,2,10.8,-1.1,1.4,-3.3,-0.1,0.1,1.21,1.96,10.89,0.01,0.01
2.29072011,Steven Adams,2013,12,19.91666667,Center,213,250,32,1,23.4,3.1,5.5,0.571,3.1,5.5,0.571,0,0,0,1,2.2,0.443,2.8,3.5,6.3,0.6,0.7,2,1.1,1.6,7.2,5.63,0.555,0.571,0,0.4,18,5.4,11.2,14.4,17.7,1.6,1.9,3.5,0.185,1,0,0,1,27,5,7,0.714286,5,7,0.714286,0,0,0,3,4,0.75,3,8,11,1,1,2,1,2,13,5.8,4.7,0.4,0.3,0,33.64,22.09,0.16,0.09,0
1.630487534,Kelly Olynyk,2013,13,22.16666667,Forward,213,238,32,0.84375,26.4,6.7,10.7,0.629,6.4,9.8,0.66,0.3,0.9,0,4.1,5.3,0.776,2.4,4.9,7.3,1.7,0.7,1.1,2.4,2.3,17.8,4.18,0.675,0.642,0.088,0.497,17.4,15.1,5.1,15.4,30.7,4.7,1.9,6.7,0.315,2,0,0,0.5,37,8,18.5,0.432432,8,16.5,0.484848,0,2,0,7.5,10.5,0.714286,4,5.5,9.5,1.5,1,0.5,3.5,2.5,23.5,5.7,2.2,-0.2,0.3,-0.6,32.49,4.84,0.04,0.09,0.36
0.834704133,Shabazz Muhammad,2013,14,20.58333333,Guard,198,225,32,0.9375,30.8,6.3,14.3,0.443,5.1,10.9,0.463,1.3,3.3,0.377,4,5.6,0.711,2.7,2.5,5.2,0.8,0.7,0.1,1.6,1.7,17.9,7.82,0.528,0.487,0.232,0.395,9.6,5.8,0.4,8.6,29.8,2.9,0.8,3.7,0.149,1,0,0,1,39,6,18,0.333333,6,12,0.5,0,6,0,8,10,0.8,4,0,4,1,0,0,1,0,20,2.1,-1.2,0.2,-0.7,-0.1,4.41,1.44,0.04,0.49,0.01
0.754207437,Shane Larkin,2013,18,20.66666667,Guard,180,176,36,0.972222222,36.4,5.1,10.6,0.479,3.2,5.9,0.538,1.9,4.7,0.406,2.4,3.1,0.777,0.5,3.4,3.8,4.6,2,0.1,2.3,1.6,14.5,7.88,0.6,0.569,0.445,0.293,6.5,26.1,0.3,15.9,21.3,4.3,2.3,6.5,0.199,3,0,0,0.333333333,36,3.666667,9.333333,0.392857,1.666667,4,0.416667,2,5.333333,0.375,4.333333,5,0.866667,0.666667,2.333333,3,6,1.666667,0,2,1.666667,13.666667,-0.833333,-0.8,1.4,-0.333333,-0.1,0.694443889,0.64,1.96,0.111110889,0.01
0.842196809,Tony Snell,2013,20,21.58333333,Guard,201,200,35,1,31.2,4.1,9.7,0.422,2.3,5.1,0.452,1.8,4.7,0.39,2.5,2.9,0.843,0.4,2.2,2.6,2.9,0.8,0.5,2.1,1.3,12.5,6.63,0.562,0.516,0.481,0.299,5.2,22.4,1.9,15.6,22.8,2.1,1.5,3.6,0.133,1,0,0,1,35,4,12,0.333333,3,6,0.5,1,6,0.166667,0,0,0,0,1,1,2,3,0,1,3,9,-3.5,-1.6,-0.9,2.2,-0.5,12.25,2.56,0.81,4.84,0.25
1.601030577,Gorgui Dieng,2013,21,23.41666667,Center,211,245,33,0.96969697,31.1,3.8,7.1,0.534,3.8,7.1,0.534,0,0,0,2.2,3.4,0.652,3.4,6,9.4,2,1.3,2.5,1.8,2.6,9.8,9.13,0.562,0.534,0,0.479,18.1,12.3,9.4,17,17,2.5,3.2,5.6,0.219,6,1,1,0.166666667,28.5,4,5.166667,0.774193,4,5.166667,0.774193,0,0,0,0.666667,2,0.333334,2.333333,5,7.333333,1.666667,1.333333,2.5,1.833333,3.333333,8.666667,-1.133333,-2.066667,-0.333333,0.033333,0,1.284443689,4.271112489,0.111110889,0.001111089,0
1.732774659,Mason Plumlee,2013,22,23.25,Forward,208,235,36,1,34.7,6.1,10.3,0.599,6.1,10.3,0.599,0,0,0,4.8,7.1,0.681,2.7,7.2,9.9,1.9,1,1.4,2.9,2.6,17.1,9.54,0.628,0.599,0,0.688,17.4,11.5,4,17.4,24.5,4.3,2.6,6.9,0.22,4,0,0,0.25,33.5,6,9,0.666667,6,9,0.666667,0,0,0,4,5,0.8,1.75,6.25,8,1.5,1.25,0.75,3,3.75,16,-1.1,-1.9,-0.4,0.25,-0.65,1.21,3.61,0.16,0.0625,0.4225
