Peak WSPG,Draft Year,Name,Pick,Draft Age,Year,Position,Height (cm),Weight (lbs),Height/Weight Ratio,Games,Field Goals Per Game,Field Goal Attempts Per Game,Field Goal Percentage,2-Point Field Goals Per Game,2-Point Field Goal Attempts Per Game,2-Point Field Goal Percentage,3-Point Field Goals Per Game,3-Point Field Goal Attempts Per Game,3-Point Field Goal Percentage,Free Throws Per Game,Free Throw Attempts Per Game,Free Throw Percentage,Total Rebounds Per Game,Assists Per Game,Steals Per Game,Blocks Per Game,Points Per Game,Strength of Schedule,True Shooting Percentage,Effective Field Goal Percentage,3 Point Attempt Rate,Free Throw Attempt Rate,Offensive Win Shares,Defensive Win Shares,Win Shares
8.76,2003,Josh Howard,29,23.16666667,2003,Forward,201,210,0.957142857,31,6.6,13.8,0.477,4.9,9.2,0.528,1.7,4.6,0.373,4.7,5.6,0.833,8.3,1.9,2.1,1.5,19.5,6.96,0.593,0.539,0.332,0.407,3.6,3.5,7
3.008040201,2003,Jason Kapono,31,22.33333333,2003,Forward,203,213,0.953051643,29,5.9,12.9,0.457,3.7,7.3,0.502,2.2,5.6,0.398,2.8,3.2,0.88,5.2,2,0.6,0,16.8,9.74,0.583,0.543,0.43,0.246,2.5,0.4,2.9
2.718947368,2003,Luke Walton,32,23.25,2003,Forward,203,235,0.863829787,28,3.8,9.1,0.42,2.8,6.5,0.434,1,2.6,0.384,2.1,3.1,0.678,5.6,5.1,0.9,0.3,10.8,8.95,0.508,0.475,0.286,0.341,0.7,2,2.7
0,2003,Mario Austin,36,21.33333333,2003,Forward,206,260,0.792307692,25,6,11.2,0.534,5.8,10.7,0.539,0.2,0.5,0,3.4,5.1,0.664,7.7,1.2,1.1,0.7,15.5,8,0.571,0.543,0.043,0.459,2.2,2.2,4.4
0,2003,Travis Hansen,37,25.16666667,2003,Guard,198,205,0.965853659,32,5.3,12,0.441,4.2,8.7,0.48,1.1,3.3,0.34,5.1,6.4,0.799,4.8,2.4,0.9,0.6,16.8,5.29,0.559,0.488,0.277,0.533,2.7,1.9,4.6
2.197938144,2003,Steve Blake,38,23.33333333,2003,Guard,190,172,1.104651163,31,3.7,8.9,0.415,1.6,3.9,0.413,2.1,5,0.416,2.2,2.7,0.819,3.7,7.1,1.6,0.2,11.6,7.56,0.572,0.531,0.56,0.302,2,2.1,4.1
0,2003,Derrick Zimmerman,40,21.5,2003,Guard,190,195,0.974358974,31,3.2,6.7,0.476,2.7,5,0.538,0.5,1.7,0.288,2,3.1,0.649,4.2,5.5,1.9,0.8,8.9,8,0.543,0.512,0.25,0.466,1.4,3.1,4.5
0,2003,Willie Green,41,21.91666667,2003,Guard,193,200,0.965,30,8.1,16.6,0.49,6.9,13.3,0.519,1.2,3.3,0.374,5.1,6.3,0.805,4.9,2.5,1.3,0.4,22.6,-0.1,0.576,0.527,0.199,0.382,3.8,2,5.8
0,2003,Keith Bogans,43,23.08333333,2003,Guard,196,215,0.911627907,36,5.4,11.8,0.456,3.2,6,0.528,2.2,5.8,0.383,2.7,3.6,0.738,3.8,2.7,1.2,0.1,15.7,9.33,0.579,0.551,0.492,0.306,3.2,1.9,5
3.986111111,2003,Matt Bonner,45,23.16666667,2003,Forward,208,240,0.866666667,33,5.5,10.8,0.51,3.6,6.8,0.531,1.9,4,0.474,2.2,3.1,0.733,6.1,1.5,1.1,0.6,15.2,7.76,0.619,0.598,0.373,0.283,3.5,2,5.5
6.674418605,2003,Mo Williams,47,20.5,2003,Guard,185,185,1,29,5.5,12.8,0.431,3.6,6.6,0.539,2,6.2,0.317,3.4,4,0.838,3.9,3.9,1.2,0.2,16.4,9.4,0.557,0.508,0.485,0.315,2.4,1.8,4.1
3.156637168,2003,James Jones,49,22.66666667,2003,Forward,203,225,0.902222222,28,5.6,12.5,0.447,4.2,9,0.466,1.4,3.6,0.4,4.2,5.1,0.831,6,1.8,1.6,1.8,16.9,4.91,0.564,0.504,0.285,0.405,2.4,2.3,4.6
4.756709957,2003,Kyle Korver,51,22.25,2003,Forward,201,210,0.957142857,34,5.4,11.5,0.468,1.6,3.6,0.443,3.8,7.9,0.48,3.2,3.5,0.908,6.4,3.1,1.5,0.7,17.8,1.03,0.674,0.633,0.688,0.307,5.2,2.6,7.8
0,2003,Brandon Hunter,56,22.58333333,2003,Forward,201,260,0.773076923,30,7.2,13.8,0.523,6.9,12.6,0.545,0.4,1.2,0.297,6.6,11.2,0.594,12.6,2.6,0.8,1.2,21.5,2.41,0.561,0.536,0.089,0.807,3,0.7,3.7
7.49004329,2004,Emeka Okafor,2,21.75,2004,Center,208,252,0.825396825,36,7.3,12.1,0.599,7.3,12.1,0.599,0,0,0,3.1,6.1,0.518,11.5,1,1,4.1,17.6,7.77,0.588,0.599,0,0.5,3.7,6.2,9.9
5.352777778,2004,Ben Gordon,3,21.16666667,2004,Guard,190,200,0.95,39,6.1,14.1,0.434,3.5,8,0.434,2.7,6.2,0.433,3.6,4.4,0.829,4.7,4.5,1.4,0.2,18.5,7.77,0.572,0.528,0.436,0.309,3.9,3.1,7
6.576649746,2004,Devin Harris,5,21.33333333,2004,Guard,190,185,1.027027027,32,5.9,12.9,0.459,3.6,6.6,0.54,2.3,6.3,0.373,5.3,6.8,0.792,4.3,4.4,1.8,0.1,19.5,7.49,0.606,0.55,0.488,0.524,4.8,3,7.8
8.2,2004,Josh Childress,6,21,2004,Forward,203,210,0.966666667,23,5.4,11,0.488,3.9,7.3,0.536,1.5,3.7,0.395,3.4,4.1,0.821,7.5,2.7,0.9,1.6,15.7,4.34,0.602,0.555,0.339,0.374,2.5,2.7,5.1
8.598058252,2004,Luol Deng,7,19.16666667,2004,Forward,203,220,0.922727273,37,5.7,11.9,0.476,4.6,8.9,0.515,1.1,3,0.36,2.6,3.7,0.71,6.9,1.8,1.3,1.1,15.1,10.86,0.551,0.522,0.252,0.313,2.4,3.2,5.6
0,2004,Rafael Araujo,8,23.83333333,2004,Center,211,280,0.753571429,30,7,12.3,0.573,6.8,11.3,0.601,0.3,1,0.267,4.1,5.6,0.722,10.1,1.2,1.4,0.8,18.4,6.3,0.616,0.584,0.082,0.459,3.9,2.1,6
8.5,2004,Andre Iguodala,9,20.41666667,2004,Forward,198,207,0.956521739,30,4.5,10.1,0.45,3.8,7.6,0.493,0.8,2.4,0.315,3.1,3.9,0.788,8.4,4.9,1.6,0.4,12.9,6.63,0.542,0.488,0.242,0.391,1.4,1.5,3
0,2004,Luke Jackson,10,22.58333333,2004,Guard,201,215,0.934883721,31,6.8,13.9,0.488,4.4,8.5,0.519,2.4,5.4,0.44,5.3,6.1,0.862,7.2,4.5,1.3,0.2,21.2,6.91,0.631,0.573,0.386,0.44,4.7,0.8,5.5
5.04,2004,Kris Humphries,14,19.33333333,2004,Forward,206,235,0.876595745,29,7.6,17.2,0.444,7,15.4,0.455,0.6,1.7,0.34,5.9,7.9,0.742,10.1,0.7,0.9,1.1,21.7,5.36,0.518,0.461,0.1,0.46,1.8,1.7,3.5
2.505555556,2004,Kirk Snyder,16,21,2004,Guard,198,225,0.88,34,6.1,14.3,0.431,4.6,9.7,0.47,1.6,4.6,0.348,4.9,6.7,0.731,5.7,3.4,1,0.6,18.8,5.82,0.538,0.487,0.32,0.468,2.5,2.7,5.2
6.804255319,2004,Jameer Nelson,20,22.33333333,2004,Guard,183,190,0.963157895,32,7.3,15.4,0.475,5,9.6,0.526,2.3,5.8,0.39,3.7,4.7,0.792,4.7,5.3,2.8,0,20.6,4.97,0.584,0.549,0.379,0.302,4,2.6,6.6
4.875675676,2004,Delonte West,24,20.91666667,2004,Guard,193,180,1.072222222,32,6.6,13,0.51,4.9,8.8,0.557,1.8,4.3,0.412,3.9,4.3,0.892,5.4,4.7,1.7,0.2,18.9,4.97,0.627,0.577,0.327,0.334,4.5,2.4,7
3.249056604,2004,Tony Allen,25,22.41666667,2004,Guard,193,213,0.906103286,35,5.8,11.6,0.504,5.2,9.5,0.55,0.6,2.1,0.297,3.7,5.5,0.675,5.5,3.1,2.1,0.9,16,7.23,0.564,0.531,0.183,0.479,2.9,3.4,6.3
8.978481013,2004,Kevin Martin,26,21.33333333,2004,Guard,201,185,1.086486486,27,7.7,16.3,0.474,5.8,10.6,0.547,1.9,5.6,0.336,7.6,9.3,0.817,4.8,1.7,1.9,0.3,24.9,-3.84,0.602,0.532,0.346,0.574,4.2,1.1,5.4
0,2004,David Harrison,29,21.83333333,2004,Center,213,280,0.760714286,29,6.4,10.2,0.631,6.4,10.1,0.633,0,0,0,4.3,8,0.539,8.8,0.9,0.6,2.9,17.1,7.18,0.613,0.631,0.003,0.786,3.3,2.1,5.4
0,2004,Jackson Vroman,31,23,2004,Forward,208,220,0.945454545,32,5.8,10.3,0.564,5.8,10.1,0.573,0,0.2,0,2.3,4.4,0.507,9.6,2.3,1.4,0.7,13.9,8.06,0.56,0.565,0.021,0.43,2.1,2,4.1
0,2004,Lionel Chalmers,33,23.58333333,2004,Guard,183,180,1.016666667,37,5.5,12.3,0.449,2.8,5.6,0.498,2.7,6.7,0.409,2.8,4,0.709,3.3,3.2,1.1,0,16.6,5.84,0.586,0.561,0.544,0.326,3.8,1.7,5.6
0,2004,Andre Emmett,35,21.83333333,2004,Guard,196,230,0.852173913,34,7.6,14.5,0.526,7.2,13.2,0.543,0.5,1.3,0.356,4.9,6.6,0.73,6.6,1.8,1.3,0.3,20.6,8.21,0.583,0.543,0.091,0.457,4,2.3,6.3
0,2004,Antonio Burks,36,24.33333333,2004,Guard,185,200,0.925,30,5.9,12.4,0.474,4,7.8,0.511,1.9,4.6,0.413,2.4,3.8,0.632,3.2,5.5,2.4,0.2,16,5.96,0.566,0.551,0.372,0.307,2.6,2.5,5.1
0,2004,Royal Ivey,37,22.5,2004,Guard,190,200,0.95,33,3.4,7.5,0.448,3,6.6,0.456,0.4,0.9,0,2.3,3.7,0.626,4,4.3,1.2,0.2,9.4,8.4,0.507,0.472,0.125,0.496,0.9,2.5,3.3
4.155156951,2004,Chris Duhon,38,21.83333333,2004,Guard,185,185,1,37,3.7,8.3,0.448,2.9,5.7,0.514,0.8,2.6,0.302,1.8,2.4,0.722,4.1,6.1,2.2,0.2,10,10.86,0.527,0.495,0.312,0.292,1.4,2.9,4.3
0,2004,Justin Reed,40,22.41666667,2004,Forward,203,240,0.845833333,28,6.9,14.9,0.464,6.4,12.8,0.501,0.5,2.1,0.237,4.2,5.7,0.731,7.5,1.5,0.7,0.8,18.5,6.36,0.525,0.481,0.142,0.385,1.8,1.5,3.4
3.838297872,2004,Trevor Ariza,43,19,2004,Forward,203,200,1.015,25,4.3,10,0.426,3.6,7,0.509,0.7,3,0.237,2.3,4.5,0.504,6.5,2.1,1.7,0.4,11.6,6.82,0.474,0.462,0.303,0.45,0.2,0.8,1
0,2004,Bernard Robinson,45,23.5,2004,Forward,198,210,0.942857143,34,4.4,10.2,0.432,3.9,8.2,0.477,0.5,2,0.25,2.8,3.6,0.77,5.7,3.8,1.9,0.3,12.1,6.16,0.507,0.457,0.196,0.352,1.2,2.3,3.5
0,2004,Pape Sow,47,22.58333333,2004,Forward,208,250,0.832,28,5.7,11.6,0.494,5.4,10.7,0.507,0.3,0.9,0,5.6,8.3,0.675,9.7,0.9,1.6,0.6,17.3,-0.81,0.558,0.506,0.074,0.713,2.2,1.6,3.9
0,2004,Matt Freije,53,22.66666667,2004,Forward,208,240,0.866666667,33,5.6,13.5,0.415,3.7,8.2,0.452,1.9,5.3,0.356,5.3,6.7,0.788,5.4,0.9,0.7,0.6,18.4,7.58,0.55,0.484,0.39,0.498,2.7,1.9,4.6
0,2004,Luis Flores,55,23.16666667,2004,Guard,188,200,0.94,31,7.5,17.1,0.442,5.4,11.2,0.478,2.2,5.9,0.374,6.7,7.8,0.863,3.9,1.6,1.9,0.1,24,-1.25,0.578,0.507,0.344,0.456,4.2,1.9,6.1
7.476470588,2005,Andrew Bogut,1,20.58333333,2005,Forward,213,245,0.869387755,35,8,12.9,0.62,7.8,12.2,0.636,0.3,0.7,0,4.1,5.9,0.692,12.2,2.3,1,1.9,20.4,4.54,0.648,0.63,0.055,0.459,6.4,4.5,10.9
4.70974359,2005,Marvin Williams,2,19,2005,Forward,206,230,0.895652174,36,3.5,6.9,0.506,2.9,5.6,0.522,0.5,1.2,0.432,3.8,4.5,0.847,6.6,0.7,1.1,0.5,11.3,10.66,0.627,0.545,0.178,0.66,2.6,2.1,4.8
10.20095694,2005,Deron Williams,3,21,2005,Guard,190,210,0.904761905,39,4.6,10.5,0.433,2.8,5.7,0.491,1.7,4.8,0.364,1.7,2.5,0.677,3.6,6.8,1,0.2,12.5,8.47,0.535,0.516,0.455,0.234,2.1,2.5,4.6
15.02594595,2005,Chris Paul,4,20.08333333,2005,Guard,183,175,1.045714286,32,4.5,9.9,0.451,3,6.9,0.441,1.4,3,0.474,4.9,5.8,0.834,4.5,6.6,2.4,0,15.3,10.27,0.601,0.524,0.306,0.59,2.9,1.6,4.6
5.605063291,2005,Raymond Felton,5,21,2005,Guard,185,198,0.934343434,36,4.2,9.2,0.455,2.2,4.8,0.468,1.9,4.4,0.44,2.6,3.7,0.701,4.3,6.9,2,0.3,12.9,10.66,0.589,0.561,0.482,0.406,2.7,2.5,5.1
4.064655172,2005,Charlie Villanueva,7,20.83333333,2005,Forward,211,240,0.879166667,31,5.1,9.8,0.521,4.9,9.5,0.522,0.2,0.4,0,3.1,4.5,0.688,8.3,1.3,0.6,1.8,13.6,7.62,0.566,0.531,0.039,0.462,2.1,2.7,4.8
3.841441441,2005,Channing Frye,8,22.08333333,2005,Center,211,248,0.850806452,37,6.1,11.1,0.554,6.1,10.6,0.57,0.1,0.5,0,3.4,4.1,0.83,7.6,1.9,0.9,2.3,15.8,8.03,0.605,0.557,0.041,0.373,3.6,3.7,7.4
0,2005,Ike Diogu,9,21.75,2005,Forward,203,250,0.812,32,7.2,12.4,0.575,6.6,11,0.598,0.6,1.4,0.4,7.8,9.7,0.797,9.8,1.3,0.6,2.3,22.6,5.36,0.663,0.598,0.113,0.781,5.8,2.6,8.4
0,2005,Sean May,13,21.16666667,2005,Center,206,266,0.77443609,37,6.2,10.9,0.567,6.2,10.8,0.571,0,0.1,0,5.2,6.8,0.758,10.7,1.7,1.2,1,17.5,10.66,0.62,0.567,0.007,0.627,4.1,3.6,7.7
0,2005,Rashad McCants,14,20.75,2005,Guard,193,207,0.93236715,33,5.5,11.3,0.489,3.4,6.2,0.544,2.2,5.1,0.423,2.8,3.8,0.722,3,2.7,1.3,0.7,16,10.66,0.609,0.584,0.449,0.337,3.2,1.8,5
0,2005,Antoine Wright,15,21.33333333,2005,Forward,201,210,0.957142857,31,6.2,12.4,0.501,3.9,7.3,0.54,2.3,5.1,0.447,3.1,4.5,0.691,6,2.2,1.2,0.7,17.8,5.19,0.613,0.594,0.413,0.361,3.9,2,5.9
2.312820513,2005,Joey Graham,16,23,2005,Forward,201,225,0.893333333,33,6.1,11.5,0.529,5.3,9.8,0.538,0.8,1.7,0.473,4.8,5.4,0.887,6.2,2,0.9,0.2,17.7,9.68,0.63,0.563,0.145,0.466,4.3,1.6,5.8
8.435406699,2005,Danny Granger,17,22.16666667,2005,Forward,203,225,0.902222222,30,6.1,11.6,0.524,4.6,8.2,0.563,1.5,3.5,0.433,5.1,6.8,0.755,8.9,2.4,2.1,2,18.8,1.5,0.634,0.589,0.298,0.585,4.3,3.3,7.6
4.014225941,2005,Hakim Warrick,19,22.91666667,2005,Forward,206,219,0.940639269,34,7.4,13.6,0.548,7.2,12.7,0.566,0.3,0.9,0,6.2,9.1,0.681,8.6,1.5,1,0.8,21.4,6.83,0.596,0.557,0.067,0.671,4.5,2.9,7.5
0,2005,Julius Hodge,20,21.58333333,2005,Guard,201,210,0.957142857,34,5.8,11.8,0.493,5.4,10.1,0.53,0.4,1.6,0.255,5,7.4,0.668,6.6,4.8,1.4,0.7,17,9.16,0.555,0.51,0.138,0.633,2.8,2.3,5.1
3.991534392,2005,Nate Robinson,21,21.08333333,2005,Guard,175,180,0.972222222,35,5.4,11.6,0.463,3.6,7,0.514,1.8,4.6,0.385,3.9,5,0.782,3.9,4.3,1.7,0.2,16.4,7.66,0.587,0.539,0.397,0.429,3.1,1.9,4.9
4.033333333,2005,Jarrett Jack,22,21.66666667,2005,Guard,190,202,0.940594059,32,5.1,10,0.514,3.7,6.7,0.549,1.4,3.3,0.442,3.8,4.4,0.866,4.8,4.5,1.8,0.1,15.5,9.78,0.643,0.586,0.326,0.445,4,2.1,6.1
2.988444444,2005,Francisco Garcia,23,23.5,2005,Forward,201,195,1.030769231,38,4.9,11.3,0.437,3.1,6.2,0.496,1.9,5.1,0.366,3.9,4.5,0.877,4.2,3.9,1.7,1.5,15.7,6.18,0.584,0.52,0.453,0.4,3.4,4,7.5
4.343783784,2005,Luther Head,24,22.58333333,2005,Guard,190,185,1.027027027,39,5.5,11.8,0.463,2.5,4.6,0.547,3,7.3,0.41,2,2.5,0.788,4,3.8,1.7,0.2,15.9,8.47,0.611,0.589,0.613,0.214,4.4,2.8,7.2
4.516949153,2005,Jason Maxiell,26,22.33333333,2005,Forward,201,260,0.773076923,33,5,9.2,0.543,4.9,9,0.545,0.1,0.2,0,5.3,8.3,0.645,7.7,0.8,1,2.7,15.3,6.74,0.586,0.546,0.017,0.904,3,4.4,7.3
2.236363636,2005,Linas Kleiza,27,20.41666667,2005,Forward,203,245,0.828571429,33,5,12.4,0.403,4.1,9,0.453,0.9,3.4,0.274,5.1,7,0.732,7.6,1.6,0.6,0.3,16.1,9.24,0.511,0.441,0.276,0.565,1.5,1.5,3
0,2005,Wayne Simien,29,22.25,2005,Forward,206,255,0.807843137,26,7.3,13.3,0.552,7.2,12.8,0.563,0.2,0.5,0,5.5,6.7,0.816,11,1.4,0.6,0.6,20.3,10.85,0.616,0.558,0.04,0.503,3.6,2,5.7
9.009876543,2005,David Lee,30,22.16666667,2005,Forward,206,249,0.827309237,32,5,9.5,0.525,5,9.4,0.532,0,0.1,0,3.6,5,0.714,9,2.2,1.1,0.8,13.6,7.12,0.57,0.525,0.013,0.528,2.3,2.7,5
0,2005,Salim Stoudamire,31,22.66666667,2005,Guard,185,179,1.033519553,36,5.8,11.6,0.504,2.5,5,0.503,3.3,6.6,0.504,3.4,3.7,0.91,2.3,2.2,0.8,0.1,18.4,8.03,0.689,0.647,0.571,0.321,5.8,1,6.7
0,2005,Daniel Ewing,32,22.25,2005,Guard,190,185,1.027027027,33,5.5,12.8,0.427,3.4,6.8,0.498,2.1,6,0.347,2.2,3.2,0.692,3.2,4,2,0.4,15.3,10.04,0.532,0.508,0.469,0.252,1.9,2.3,4.1
5.762162162,2005,Brandon Bass,33,20.16666667,2005,Forward,203,240,0.845833333,30,6,10.6,0.567,5.6,9.8,0.577,0.4,0.9,0,4.9,6.3,0.777,9.1,0.8,0.8,1.6,17.3,7.77,0.637,0.586,0.082,0.589,3.8,1.7,5.5
3.903056769,2005,Ronny Turiaf,37,22.41666667,2005,Forward,208,249,0.835341365,31,5.1,10,0.508,5,9.7,0.513,0.1,0.2,0,5.7,8.4,0.683,9.5,1.5,0.4,1.9,15.9,4.37,0.571,0.511,0.023,0.838,2.5,2.3,4.8
2.844897959,2005,Travis Diener,38,23.25,2005,Guard,185,175,1.057142857,23,5.7,13.6,0.42,2.7,6.3,0.438,3,7.3,0.405,5.4,6.4,0.838,3.9,7,1.3,0,19.7,4.73,0.594,0.529,0.538,0.474,3.1,1.2,4.3
0,2005,Von Wafer,39,19.91666667,2005,Guard,196,210,0.933333333,29,4.3,9.8,0.437,2,4.1,0.492,2.2,5.7,0.396,1.7,2.3,0.721,2.5,1.7,1,0.3,12.5,8.99,0.572,0.551,0.577,0.239,2,0.5,2.5
0,2005,Chris Taft,42,20.25,2005,Forward,208,260,0.8,29,5.5,9.4,0.58,5.5,9.4,0.58,0,0,0,2.3,4,0.586,7.5,0.8,0.4,1.7,13.3,5.73,0.586,0.58,0,0.423,2.3,2.5,4.8
0,2005,Bracey Wright,47,20.91666667,2005,Guard,190,210,0.904761905,26,5.8,14,0.413,3.8,8.1,0.474,1.9,5.8,0.329,4.8,6.2,0.783,4.8,2.7,1.1,0.6,18.3,10.01,0.542,0.482,0.419,0.444,2.2,1.2,3.3
3.978902954,2005,Ryan Gomes,50,22.75,2005,Forward,201,250,0.804,31,8,16.1,0.496,6.3,11.6,0.54,1.7,4.4,0.38,4,5.2,0.77,8.2,3.2,1.5,0.2,21.6,8.87,0.583,0.548,0.275,0.323,3.7,1.3,5
0,2005,Robert Whaley,51,23.16666667,2005,Center,208,260,0.8,22,2.2,6.3,0.348,2.2,6.2,0.35,0,0,0,1.4,2.1,0.66,2.5,0.6,0.3,0.4,5.8,6.28,0.396,0.348,0.007,0.341,-0.6,0.7,0.1
0,2005,Orien Greene,53,23.33333333,2005,Guard,193,208,0.927884615,24,3.8,9.9,0.388,2.4,5.5,0.443,1.4,4.4,0.321,2.6,3.4,0.756,4.7,4.1,2.8,0.3,11.7,1.91,0.507,0.46,0.447,0.346,0.8,1.8,2.5
0,2005,Dijon Thompson,54,22.33333333,2005,Guard,201,195,1.030769231,28,6.5,13.8,0.474,5,9.7,0.517,1.5,4.1,0.374,3.8,4.9,0.787,7.9,2.3,1.5,0.3,18.4,7.09,0.573,0.53,0.298,0.352,2.7,1.4,4
3.037037037,2005,Lawrence Roberts,55,22.66666667,2005,Forward,206,240,0.858333333,32,5.3,11.9,0.448,5,10.7,0.466,0.4,1.3,0.293,5.9,9,0.653,11,1.9,1.6,0.8,16.9,6.05,0.522,0.463,0.107,0.754,1.7,3.6,5.4
0,2005,Alex Acker,60,22.41666667,2005,Guard,196,185,1.059459459,31,5.9,13.1,0.45,4,8.7,0.459,1.9,4.4,0.431,2.9,3.4,0.858,6.5,3.7,1.3,0.5,16.6,1.51,0.564,0.522,0.337,0.26,2.5,1.5,4
10.30747664,2006,LaMarcus Aldridge,2,20.91666667,2006,Forward,211,240,0.879166667,37,5.9,10.4,0.569,5.9,10.4,0.569,0,0,0,3.2,4.9,0.646,9.2,0.5,1.4,2,15,6.99,0.589,0.569,0,0.47,3.4,5.3,8.7
0,2006,Adam Morrison,3,21.91666667,2006,Forward,203,205,0.990243902,33,9.3,18.7,0.496,7,13.5,0.523,2.2,5.2,0.428,7.3,9.4,0.772,5.5,1.7,1.1,0.3,28.1,5.02,0.605,0.556,0.28,0.504,5.5,1.2,6.8
0,2006,Tyrus Thomas,4,19.83333333,2006,Forward,206,215,0.958139535,32,4.8,7.8,0.608,4.7,7.8,0.606,0,0,0,2.8,4.3,0.657,9.2,1.3,1,3.1,12.3,8.77,0.627,0.61,0.004,0.548,2.9,4.3,7.3
0,2006,Shelden Williams,5,22.66666667,2006,Forward,206,250,0.824,36,6.6,11.4,0.578,6.5,11.2,0.582,0.1,0.2,0,5.6,7.5,0.744,10.7,1.1,1.7,3.8,18.8,8.77,0.629,0.58,0.015,0.659,4.6,4.5,9.1
10.66,2006,Brandon Roy,6,21.91666667,2006,Guard,198,215,0.920930233,33,6.9,13.6,0.508,5.7,10.7,0.537,1.2,2.9,0.402,5.2,6.4,0.81,5.6,4.1,1.4,0.8,20.2,5.96,0.606,0.551,0.216,0.47,4.1,2.9,7
2.931843575,2006,Randy Foye,7,22.75,2006,Guard,193,210,0.919047619,33,6.8,16.7,0.411,4.2,9,0.463,2.7,7.7,0.35,4.1,5.2,0.791,5.8,3,1.4,0.6,20.5,9.23,0.536,0.492,0.462,0.313,2.6,3.1,5.7
6.551546392,2006,Rudy Gay,8,19.83333333,2006,Forward,206,220,0.936363636,33,5.7,12.3,0.461,4.8,9.6,0.5,0.8,2.7,0.318,3.1,4.2,0.732,6.4,2.1,1.8,1.6,15.2,6.57,0.533,0.495,0.217,0.34,1.7,3.5,5.2
0,2006,Patrick O'Bryant,9,20,2006,Center,213,260,0.819230769,25,5.3,9.6,0.552,5.3,9.6,0.552,0,0,0,2.8,4.1,0.676,8.3,0.8,0.9,2.9,13.4,5.38,0.579,0.552,0,0.423,1.9,3.4,5.2
5.32,2006,J.J. Redick,11,22,2006,Guard,193,190,1.015789474,36,8.4,17.9,0.47,4.5,8.7,0.521,3.9,9.2,0.421,6.1,7.1,0.863,2,2.6,1.4,0.1,26.8,8.77,0.63,0.578,0.513,0.398,6.7,1,7.8
0,2006,Hilton Armstrong,12,21.58333333,2006,Center,211,235,0.89787234,34,3.5,5.7,0.608,3.4,5.6,0.609,0,0.1,0,2.7,3.9,0.692,6.6,0.7,0.6,3.1,9.7,6.57,0.64,0.611,0.01,0.686,2.4,3.5,5.9
5.2,2006,Ronnie Brewer,14,21.25,2006,Guard,201,220,0.913636364,32,6.2,14,0.441,4.6,9.3,0.493,1.6,4.7,0.338,4.5,6,0.75,4.8,3.3,2.6,0.5,18.4,6.17,0.547,0.498,0.338,0.43,2.6,2.7,5.3
0,2006,Cedric Simmons,15,20.41666667,2006,Center,206,235,0.876595745,32,4,6.8,0.587,3.9,6.8,0.583,0.1,0.1,0,3.8,5.5,0.678,6.3,1.7,0.7,2.5,11.8,5.63,0.626,0.592,0.009,0.812,2.7,1.9,4.6
0,2006,Rodney Carney,16,22.16666667,2006,Forward,201,205,0.980487805,37,5.9,13.6,0.436,3.2,6.6,0.484,2.8,7.1,0.391,2.5,3.6,0.712,4.3,1.3,1.3,0.7,17.2,4.24,0.56,0.537,0.517,0.261,2.9,2.6,5.5
0,2006,Shawne Williams,17,20.33333333,2006,Forward,206,225,0.915555556,36,4.3,10.4,0.416,3,6.1,0.489,1.3,4.3,0.312,3.2,4,0.786,6.2,1.9,1.4,1.4,13.2,4.24,0.534,0.48,0.411,0.387,1.7,3.7,5.3
0,2006,Quincy Douby,19,22.08333333,2006,Guard,190,175,1.085714286,33,8.7,18.8,0.462,5.2,10.1,0.515,3.5,8.8,0.401,4.5,5.3,0.847,4.3,3.1,1.8,0.8,25.4,5.16,0.595,0.556,0.465,0.283,5.5,2.4,7.8
2.991891892,2006,Renaldo Balkman,20,21.91666667,2006,Forward,203,208,0.975961538,38,4,6.6,0.608,3.9,6.2,0.624,0.1,0.3,0,1.5,2.7,0.538,6.3,1.9,1.7,1.3,9.6,8.14,0.608,0.616,0.052,0.416,2.6,3,5.6
7.581132075,2006,Rajon Rondo,21,20.33333333,2006,Guard,185,171,1.081871345,34,4.3,9,0.482,3.8,7,0.54,0.5,1.9,0.273,2,3.5,0.571,6.1,4.9,2,0.1,11.2,8.88,0.526,0.511,0.216,0.39,1.4,2.6,4
0,2006,Marcus Williams,22,20.5,2006,Guard,190,205,0.926829268,23,3.6,8.9,0.407,2.6,6.3,0.41,1,2.6,0.4,4.1,4.7,0.862,3.9,8.6,0.9,0.2,12.3,6.57,0.555,0.466,0.294,0.534,1.4,1.7,3.1
2.3616,2006,Josh Boone,23,21.58333333,2006,Center,208,237,0.877637131,34,4,7.1,0.564,4,7.1,0.564,0,0,0,2.2,4.1,0.547,7,0.6,0.4,2,10.3,6.57,0.566,0.564,0,0.572,1.6,2.8,4.4
7.552631579,2006,Kyle Lowry,24,20.25,2006,Guard,183,175,1.045714286,33,3.5,7.6,0.466,3.3,7.1,0.468,0.2,0.5,0,3.7,4.7,0.786,4.3,3.7,2.3,0.2,11,9.23,0.56,0.482,0.072,0.614,1.9,3.1,4.9
2.978475336,2006,Shannon Brown,25,20.58333333,2006,Guard,193,205,0.941463415,34,5.9,12.7,0.467,4.1,7.9,0.513,1.9,4.8,0.39,3.4,4.1,0.83,4.4,2.7,1.5,0.1,17.2,7.27,0.585,0.54,0.379,0.326,3.3,1.2,4.5
